epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
48,448.767,0.95662,1.45078,0.66793,1.05576,0,0.8745,0.84,0.89152,0.59976,0.8745,0.84,0.88089,0.5538,1.20344,2.01324,0.82169,1.22394,0,0.0010694,0.0010694,0.0010694
49,457.697,0.9582,1.46448,0.64183,1.07742,0,0.86514,0.83,0.87163,0.5885,0.86514,0.83,0.85721,0.54904,1.19328,1.98891,0.90961,1.20935,0,0.0010496,0.0010496,0.0010496
50,467.677,0.98538,1.45113,0.67462,1.08833,0,0.87949,0.84,0.87852,0.60381,0.87949,0.84,0.8741,0.54879,1.15986,1.98915,0.81535,1.21547,0,0.0010298,0.0010298,0.0010298
51,475.88,0.91344,1.40596,0.63197,1.04766,0,0.8917,0.83,0.88183,0.60375,0.8917,0.83,0.88315,0.57186,1.15215,1.98583,0.83771,1.19614,0,0.00101,0.00101,0.00101
52,485.907,0.95307,1.44001,0.64451,1.07697,0,0.87997,0.82,0.88028,0.58369,0.86924,0.81,0.87286,0.53673,1.15234,1.96182,0.83984,1.22104,0,0.0009902,0.0009902,0.0009902
53,495.852,0.91689,1.38745,0.61542,1.05477,0,0.85829,0.83,0.89472,0.60112,0.88173,0.81,0.87177,0.55974,1.17078,1.8745,0.80075,1.16921,0,0.0009704,0.0009704,0.0009704
54,503.881,0.92054,1.44087,0.59892,1.05247,0,0.92412,0.81,0.89354,0.59926,0.90093,0.79,0.8691,0.54878,1.14226,1.87748,0.79714,1.17539,0,0.0009506,0.0009506,0.0009506
55,514.05,0.88102,1.36819,0.59922,1.02323,0,0.90116,0.82053,0.89084,0.5939,0.90116,0.82053,0.8853,0.55883,1.21991,1.90165,0.83764,1.1956,0,0.0009308,0.0009308,0.0009308
56,523.984,0.92594,1.40483,0.61461,1.0524,0,0.88193,0.82168,0.8758,0.59893,0.88193,0.82168,0.87473,0.55009,1.17362,1.84636,0.80292,1.18347,0,0.000911,0.000911,0.000911
57,532.311,0.9292,1.38348,0.6165,1.05968,0,0.88639,0.85,0.8803,0.58243,0.88639,0.85,0.87433,0.5726,1.2337,1.88219,0.85166,1.20837,0,0.0008912,0.0008912,0.0008912
58,542.615,0.89423,1.38003,0.57925,1.03433,0,0.88989,0.87,0.90414,0.59917,0.87966,0.86,0.89205,0.58254,1.17039,1.88226,0.78768,1.17129,0,0.0008714,0.0008714,0.0008714
59,551.83,0.90206,1.37559,0.59412,1.04022,0,0.87836,0.86,0.89554,0.63272,0.87836,0.86,0.88695,0.57746,1.12705,1.81947,0.78925,1.15843,0,0.0008516,0.0008516,0.0008516
60,560.868,0.90433,1.36504,0.58452,1.01092,0,0.90916,0.81,0.8941,0.58185,0.92153,0.82,0.89384,0.59029,1.20137,1.95512,0.76511,1.19007,0,0.0008318,0.0008318,0.0008318
61,570.9,0.86563,1.37941,0.56929,1.02216,0,0.90089,0.81808,0.88784,0.61257,0.90089,0.81808,0.88877,0.57602,1.12812,1.82832,0.77187,1.17554,0,0.000812,0.000812,0.000812
62,579.21,0.87035,1.36431,0.56613,1.01517,0,0.85917,0.81,0.86454,0.6205,0.86977,0.82,0.87742,0.5649,1.09388,1.86542,0.82211,1.15682,0,0.0007922,0.0007922,0.0007922
63,588.996,0.87833,1.32982,0.56104,1.02613,0,0.86729,0.8,0.87546,0.59747,0.86729,0.8,0.87783,0.57577,1.13924,1.89983,0.8326,1.17604,0,0.0007724,0.0007724,0.0007724
64,598.996,0.88148,1.32625,0.57747,1.01937,0,0.85983,0.86,0.87471,0.60181,0.86982,0.86865,0.88035,0.54943,1.14409,2.033,0.77781,1.19622,0,0.0007526,0.0007526,0.0007526
65,607.104,0.85834,1.29855,0.54911,1.01763,0,0.87407,0.83292,0.87516,0.60688,0.87407,0.83292,0.8795,0.56736,1.1427,1.94045,0.81663,1.19951,0,0.0007328,0.0007328,0.0007328
66,617.247,0.86587,1.33314,0.55421,1.01902,0,0.93783,0.79,0.8715,0.6009,0.91612,0.76459,0.85547,0.5563,1.17597,2.02147,0.83403,1.18787,0,0.000713,0.000713,0.000713
67,626.948,0.84318,1.33896,0.5562,1.00632,0,0.87937,0.87479,0.89327,0.62944,0.88557,0.86,0.88261,0.56521,1.10475,2.01721,0.75514,1.14009,0,0.0006932,0.0006932,0.0006932
68,635.424,0.84973,1.31312,0.53632,0.99897,0,0.92159,0.83,0.89003,0.61227,0.91049,0.82,0.87197,0.58883,1.13972,1.94937,0.77222,1.14722,0,0.0006734,0.0006734,0.0006734
69,645.297,0.82833,1.26964,0.52182,0.99284,0,0.91316,0.84123,0.90007,0.61972,0.90233,0.83145,0.89126,0.58307,1.10035,1.85033,0.74437,1.13578,0,0.0006536,0.0006536,0.0006536
70,654.085,0.86728,1.3019,0.55542,1.00408,0,0.89739,0.84,0.89642,0.60111,0.89739,0.84,0.89303,0.57483,1.10334,1.9832,0.73426,1.14365,0,0.0006338,0.0006338,0.0006338
71,663.321,0.81234,1.31889,0.52005,1.00706,0,0.83919,0.83496,0.86871,0.58185,0.82913,0.82496,0.8518,0.56167,1.18189,1.92869,0.81817,1.19255,0,0.000614,0.000614,0.000614
72,673.397,0.82464,1.29158,0.52397,0.99733,0,0.83627,0.86828,0.88665,0.60686,0.81703,0.84842,0.8595,0.54772,1.10115,1.99926,0.78774,1.1708,0,0.0005942,0.0005942,0.0005942
73,681.54,0.81807,1.24916,0.53072,0.98316,0,0.88367,0.83,0.87244,0.61635,0.87302,0.82,0.86352,0.55151,1.07151,2.03774,0.77819,1.13797,0,0.0005744,0.0005744,0.0005744
74,691.415,0.80226,1.26708,0.51122,0.99697,0,0.86177,0.86,0.8809,0.5996,0.85118,0.85,0.86319,0.54728,1.10206,2.03702,0.76989,1.15039,0,0.0005546,0.0005546,0.0005546
75,701.395,0.82396,1.21589,0.5122,0.99546,0,0.90212,0.85,0.88504,0.61738,0.89151,0.84,0.86766,0.57451,1.06977,1.95001,0.73716,1.12006,0,0.0005348,0.0005348,0.0005348
76,709.202,0.80818,1.20992,0.51352,0.97003,0,0.89564,0.85827,0.89645,0.6158,0.89564,0.85827,0.88049,0.56699,1.10764,1.90711,0.7681,1.14349,0,0.000515,0.000515,0.000515
77,719.357,0.8024,1.25475,0.51026,0.99125,0,0.89241,0.84,0.88796,0.61364,0.89037,0.84,0.87733,0.56278,1.13835,1.9452,0.77836,1.15957,0,0.0004952,0.0004952,0.0004952
78,728.389,0.81511,1.253,0.50719,0.9845,0,0.87406,0.83,0.87522,0.596,0.86313,0.82,0.86412,0.56805,1.16707,2.01442,0.82075,1.20063,0,0.0004754,0.0004754,0.0004754
79,737.25,0.8023,1.23132,0.48853,0.9721,0,0.88938,0.85,0.88971,0.60217,0.87892,0.84,0.87061,0.56682,1.15038,1.98205,0.78177,1.16947,0,0.0004556,0.0004556,0.0004556
80,747.381,0.77642,1.21474,0.4831,0.965,0,0.88705,0.81,0.88281,0.61103,0.88705,0.81,0.87436,0.55359,1.09182,2.04275,0.78772,1.13225,0,0.0004358,0.0004358,0.0004358
81,755.487,0.80439,1.21782,0.49278,0.97377,0,0.86024,0.86,0.881,0.61209,0.84839,0.83936,0.85847,0.55616,1.09351,1.97434,0.76027,1.13299,0,0.000416,0.000416,0.000416
82,765.277,0.76135,1.19094,0.48169,0.97536,0,0.8565,0.85,0.88122,0.61328,0.84642,0.84,0.87038,0.57705,1.1132,1.90865,0.78806,1.14801,0,0.0003962,0.0003962,0.0003962
83,775.355,0.77422,1.22484,0.50104,0.97119,0,0.90098,0.81896,0.88515,0.6145,0.89002,0.80922,0.87004,0.57734,1.06807,1.99027,0.73406,1.11699,0,0.0003764,0.0003764,0.0003764
84,783.719,0.7582,1.2336,0.47631,0.95203,0,0.89684,0.86936,0.88389,0.61599,0.88652,0.85936,0.87341,0.57411,1.09641,1.97832,0.73897,1.14299,0,0.0003566,0.0003566,0.0003566
85,793.545,0.75045,1.19578,0.4681,0.94658,0,0.89796,0.85,0.88326,0.61291,0.89796,0.85,0.88326,0.56462,1.13238,2.02741,0.75442,1.19707,0,0.0003368,0.0003368,0.0003368
86,803.321,0.76565,1.17706,0.46166,0.96678,0,0.90352,0.84286,0.87961,0.61455,0.89352,0.83912,0.8702,0.55684,1.09451,1.97468,0.7889,1.16752,0,0.000317,0.000317,0.000317
87,811.641,0.77237,1.19967,0.48477,0.97121,0,0.89944,0.84,0.88387,0.60646,0.89944,0.84,0.8824,0.56567,1.13026,2.01243,0.77409,1.19342,0,0.0002972,0.0002972,0.0002972
88,821.528,0.73533,1.17936,0.46412,0.93929,0,0.88366,0.81,0.87396,0.59857,0.87254,0.8,0.86288,0.56817,1.12507,1.96815,0.76988,1.16135,0,0.0002774,0.0002774,0.0002774
89,830.672,0.73832,1.16492,0.46199,0.94657,0,0.90402,0.82,0.87934,0.60977,0.90402,0.82,0.87443,0.5697,1.11245,1.96215,0.77037,1.16131,0,0.0002576,0.0002576,0.0002576
90,839.777,0.73074,1.15312,0.47053,0.95042,0,0.89417,0.86,0.87968,0.61673,0.88348,0.85,0.86821,0.55845,1.10603,1.96363,0.74627,1.15772,0,0.0002378,0.0002378,0.0002378
91,851.519,0.7393,1.16416,0.4493,0.95344,0,0.90432,0.85,0.88566,0.61188,0.89345,0.84,0.87245,0.56423,1.11904,1.99143,0.75435,1.16513,0,0.000218,0.000218,0.000218
92,860.948,0.70079,1.14717,0.44552,0.93953,0,0.90169,0.85,0.88285,0.60506,0.89108,0.84,0.86608,0.56882,1.11579,1.98012,0.76718,1.16247,0,0.0001982,0.0001982,0.0001982
93,869.63,0.73442,1.14499,0.45144,0.94409,0,0.89234,0.84,0.88322,0.611,0.88142,0.83,0.86326,0.5685,1.11164,2.01554,0.77732,1.15198,0,0.0001784,0.0001784,0.0001784
94,879.78,0.70646,1.15496,0.43804,0.9352,0,0.90364,0.82,0.88488,0.60858,0.89262,0.81,0.86446,0.55764,1.11738,2.02495,0.78487,1.15336,0,0.0001586,0.0001586,0.0001586
95,888.531,0.70376,1.10699,0.4426,0.93614,0,0.87689,0.86,0.88018,0.60274,0.8667,0.85,0.86605,0.56003,1.1174,2.03059,0.7901,1.15882,0,0.0001388,0.0001388,0.0001388
96,898.049,0.71556,1.13063,0.4315,0.92664,0,0.87713,0.8567,0.87761,0.60477,0.86694,0.847,0.86422,0.56536,1.11414,2.05438,0.77607,1.16696,0,0.000119,0.000119,0.000119
97,908.614,0.71684,1.12542,0.447,0.94723,0,0.87722,0.86,0.8727,0.60486,0.86679,0.85,0.85499,0.55977,1.10666,2.01784,0.78478,1.16407,0,9.92e-05,9.92e-05,9.92e-05
98,916.963,0.69494,1.12983,0.42972,0.92395,0,0.87716,0.86,0.87423,0.61235,0.86677,0.85,0.8579,0.55973,1.09869,2.01318,0.79931,1.16364,0,7.94e-05,7.94e-05,7.94e-05
99,926.857,0.68488,1.11169,0.41775,0.93431,0,0.86825,0.85675,0.87719,0.61804,0.85817,0.84714,0.85985,0.5585,1.1023,2.00442,0.79784,1.16258,0,5.96e-05,5.96e-05,5.96e-05
100,937.111,0.67139,1.13644,0.42266,0.92486,0,0.87147,0.85,0.87814,0.61665,0.86122,0.84,0.86106,0.56631,1.09994,1.98533,0.78939,1.15957,0,3.98e-05,3.98e-05,3.98e-05
