epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,126.214,1.31967,2.04646,1.2137,1.28081,0,0.74456,0.72,0.79931,0.50935,0.74456,0.72,0.79418,0.47661,1.30463,2.19026,1.2049,1.26397,0,0.001802,0.001802,0.001802
12,135.64,1.31953,2.03661,1.19686,1.28669,0,0.81609,0.62125,0.75693,0.44601,0.82922,0.63125,0.75214,0.42749,1.36787,2.338,1.32329,1.30649,0,0.0017822,0.0017822,0.0017822
13,143.931,1.31507,1.9271,1.20475,1.27081,0,0.81258,0.78041,0.80026,0.49573,0.81097,0.79,0.78716,0.47246,1.30229,2.03943,1.20163,1.27822,0,0.0017624,0.0017624,0.0017624
14,153.639,1.25269,1.93979,1.11519,1.24313,0,0.79226,0.72462,0.78239,0.48597,0.79226,0.72462,0.76519,0.48186,1.3475,2.23624,1.15085,1.26471,0,0.0017426,0.0017426,0.0017426
15,161.756,1.26941,1.8909,1.07715,1.24219,0,0.79462,0.74,0.81144,0.52092,0.78388,0.73,0.79207,0.47152,1.36547,2.08904,1.13972,1.30457,0,0.0017228,0.0017228,0.0017228
16,171.338,1.24204,1.86901,1.05102,1.2188,0,0.75573,0.77,0.7945,0.5046,0.77675,0.69588,0.7559,0.45663,1.3482,2.26906,1.16262,1.28964,0,0.001703,0.001703,0.001703
17,181.096,1.25669,1.85861,1.08052,1.23872,0,0.76885,0.76505,0.82616,0.51225,0.7789,0.77505,0.83659,0.53177,1.36672,1.94196,1.08401,1.29057,0,0.0016832,0.0016832,0.0016832
18,189.028,1.2878,1.83776,1.03655,1.24209,0,0.83248,0.71,0.82285,0.52044,0.82075,0.7,0.80252,0.49765,1.30929,2.03555,1.14747,1.29302,0,0.0016634,0.0016634,0.0016634
19,198.903,1.22726,1.82563,1.03328,1.23866,0,0.87436,0.76551,0.83809,0.52273,0.88578,0.77551,0.83863,0.50135,1.26567,1.97705,1.09708,1.23665,0,0.0016436,0.0016436,0.0016436
20,208.002,1.20802,1.82425,0.98784,1.19711,0,0.84913,0.78,0.82853,0.51687,0.84913,0.78,0.82496,0.51531,1.30782,2.0417,1.16596,1.23905,0,0.0016238,0.0016238,0.0016238
21,216.754,1.17511,1.76599,0.93375,1.17522,0,0.86249,0.81539,0.86322,0.53023,0.84289,0.79,0.83802,0.51589,1.32736,2.09132,0.98225,1.27538,0,0.001604,0.001604,0.001604
22,226.687,1.18227,1.74617,0.90784,1.18555,0,0.83531,0.73,0.80637,0.50345,0.86901,0.72977,0.81466,0.51996,1.43998,1.99459,1.0897,1.34022,0,0.0015842,0.0015842,0.0015842
23,234.538,1.19906,1.75645,0.94319,1.21023,0,0.76905,0.76593,0.82899,0.52697,0.76905,0.76593,0.82336,0.5078,1.34239,2.08347,1.04485,1.30002,0,0.0015644,0.0015644,0.0015644
24,244.358,1.16832,1.72455,0.8941,1.17386,0,0.79916,0.75606,0.80468,0.53878,0.79916,0.75606,0.79948,0.47824,1.22122,2.05345,1.04022,1.2093,0,0.0015446,0.0015446,0.0015446
25,254.242,1.15537,1.70306,0.90727,1.16231,0,0.7751,0.7927,0.85138,0.55134,0.82545,0.70938,0.82128,0.51091,1.28485,2.03112,1.02148,1.24931,0,0.0015248,0.0015248,0.0015248
26,262.431,1.14961,1.74362,0.87936,1.17082,0,0.83868,0.83181,0.84836,0.56414,0.82888,0.82348,0.83278,0.52824,1.25894,1.8784,0.97141,1.21313,0,0.001505,0.001505,0.001505
27,272.191,1.1486,1.76485,0.87903,1.15712,0,0.85846,0.73,0.8059,0.50593,0.85846,0.73,0.80643,0.48202,1.29624,1.9838,1.06534,1.23399,0,0.0014852,0.0014852,0.0014852
28,281.44,1.10712,1.71083,0.83274,1.14004,0,0.90521,0.78,0.85879,0.55775,0.8921,0.77,0.84116,0.52585,1.2639,1.87525,0.88729,1.26419,0,0.0014654,0.0014654,0.0014654
29,289.993,1.10641,1.66474,0.85215,1.14232,0,0.85725,0.77,0.85475,0.55557,0.85725,0.77,0.84552,0.53054,1.22421,2.01448,0.91286,1.20613,0,0.0014456,0.0014456,0.0014456
30,299.948,1.13129,1.71432,0.8494,1.12443,0,0.86395,0.78,0.83302,0.52524,0.82565,0.75,0.8187,0.50381,1.22982,2.06555,1.04183,1.20799,0,0.0014258,0.0014258,0.0014258
31,307.963,1.06912,1.66507,0.82152,1.1272,0,0.86343,0.77,0.85993,0.54994,0.83593,0.81525,0.85892,0.54096,1.26753,2.07307,0.92685,1.1899,0,0.001406,0.001406,0.001406
32,317.82,1.07304,1.70351,0.80741,1.10959,0,0.85639,0.77,0.85402,0.55645,0.86751,0.78,0.85353,0.54227,1.21943,1.99152,0.96707,1.18209,0,0.0013862,0.0013862,0.0013862
33,327.502,1.04333,1.63836,0.80465,1.12449,0,0.87543,0.79,0.85993,0.5483,0.87543,0.79,0.84394,0.53045,1.25548,2.02863,0.93461,1.21455,0,0.0013664,0.0013664,0.0013664
34,335.325,1.07075,1.69084,0.78934,1.11264,0,0.89875,0.79887,0.86498,0.57322,0.86769,0.78697,0.85369,0.53549,1.20806,1.91829,0.90095,1.21326,0,0.0013466,0.0013466,0.0013466
35,345.515,1.0691,1.60572,0.79236,1.12979,0,0.86591,0.77492,0.86977,0.58143,0.86591,0.77492,0.86883,0.56069,1.22818,1.88078,0.87017,1.22945,0,0.0013268,0.0013268,0.0013268
36,353.951,1.03058,1.60106,0.75764,1.09205,0,0.90108,0.8,0.86106,0.57996,0.90108,0.8,0.86263,0.54889,1.23975,1.89646,0.87588,1.21,0,0.001307,0.001307,0.001307
37,363.126,1.0515,1.61108,0.76628,1.11592,0,0.89745,0.76,0.85992,0.57897,0.89745,0.76,0.85371,0.5493,1.22348,1.87862,0.88799,1.17962,0,0.0012872,0.0012872,0.0012872
38,373.086,1.04893,1.6219,0.79096,1.09791,0,0.83939,0.82,0.87681,0.5774,0.83939,0.82,0.86996,0.5489,1.20918,1.88591,0.85976,1.16634,0,0.0012674,0.0012674,0.0012674
39,380.931,1.0316,1.56988,0.73471,1.09743,0,0.9032,0.75,0.88444,0.60978,0.90534,0.76517,0.88141,0.56176,1.15275,1.83524,0.86189,1.16976,0,0.0012476,0.0012476,0.0012476
40,390.967,1.0466,1.62177,0.77483,1.10172,0,0.85036,0.84,0.88569,0.59175,0.85036,0.84,0.86994,0.54051,1.24119,1.95584,0.86878,1.20354,0,0.0012278,0.0012278,0.0012278
41,401.007,1.01889,1.5961,0.74981,1.08419,0,0.90503,0.76237,0.8649,0.56981,0.90503,0.76237,0.86237,0.55019,1.2438,1.84464,0.87902,1.21641,0,0.001208,0.001208,0.001208
42,409.265,1.03496,1.51552,0.71359,1.08225,0,0.95151,0.785,0.88875,0.57569,0.9273,0.76531,0.8692,0.54426,1.24159,1.94816,0.85127,1.20454,0,0.0011882,0.0011882,0.0011882
43,419.305,1.00266,1.54399,0.71788,1.08272,0,0.87742,0.81,0.86157,0.57156,0.87742,0.81,0.85695,0.53554,1.26339,1.99913,0.93736,1.23285,0,0.0011684,0.0011684,0.0011684
44,428.172,1.00118,1.50763,0.70046,1.07937,0,0.90313,0.79,0.85398,0.55191,0.90313,0.79,0.85024,0.52901,1.25834,1.95305,0.92812,1.25172,0,0.0011486,0.0011486,0.0011486
45,437.188,0.99153,1.51522,0.70506,1.07457,0,0.91094,0.82,0.87085,0.58334,0.89904,0.81,0.85935,0.5658,1.19007,1.9806,0.84207,1.17223,0,0.0011288,0.0011288,0.0011288
46,447.174,0.9719,1.4747,0.69334,1.0495,0,0.88817,0.79423,0.87633,0.59859,0.88817,0.79423,0.87774,0.55693,1.16873,1.89076,0.83473,1.1731,0,0.001109,0.001109,0.001109
47,455.16,0.99718,1.46659,0.70747,1.06442,0,0.86876,0.77,0.86871,0.595,0.78888,0.8221,0.85429,0.56054,1.15476,1.88709,0.82887,1.18969,0,0.0010892,0.0010892,0.0010892
48,465.414,0.97333,1.47974,0.7016,1.0502,0,0.84911,0.86,0.89553,0.59683,0.84911,0.86,0.89381,0.56199,1.21873,2.01116,0.79382,1.21565,0,0.0010694,0.0010694,0.0010694
49,475.442,0.98664,1.46452,0.66716,1.07071,0,0.89218,0.79,0.87233,0.59507,0.89218,0.79,0.86992,0.55834,1.20269,1.89292,0.81221,1.19995,0,0.0010496,0.0010496,0.0010496
50,483.432,0.99584,1.48947,0.68686,1.08072,0,0.87012,0.82,0.86889,0.57413,0.87191,0.81688,0.8657,0.5782,1.22076,1.83585,0.85645,1.2057,0,0.0010298,0.0010298,0.0010298
51,493.524,0.94498,1.46395,0.65756,1.05385,0,0.86014,0.85,0.86875,0.59397,0.86882,0.86,0.87188,0.55489,1.14731,2.00285,0.85241,1.18636,0,0.00101,0.00101,0.00101
52,502.47,0.97549,1.50305,0.66396,1.07615,0,0.85559,0.84,0.8584,0.57692,0.84541,0.83,0.84442,0.55075,1.25521,1.9832,0.87962,1.25073,0,0.0009902,0.0009902,0.0009902
53,511.543,0.94373,1.42597,0.62717,1.04697,0,0.89941,0.79,0.86758,0.57422,0.89941,0.79,0.87192,0.5476,1.20947,1.93629,0.83415,1.19585,0,0.0009704,0.0009704,0.0009704
54,521.594,0.93089,1.43593,0.62999,1.04233,0,0.88469,0.76728,0.85817,0.57684,0.88469,0.76728,0.84871,0.54792,1.20576,2.04427,0.88201,1.19944,0,0.0009506,0.0009506,0.0009506
55,529.703,0.92207,1.41431,0.62724,1.03353,0,0.90112,0.83,0.88105,0.60267,0.90112,0.83,0.88078,0.58025,1.17644,1.9405,0.75931,1.18968,0,0.0009308,0.0009308,0.0009308
56,539.763,0.92066,1.43121,0.60397,1.02283,0,0.89045,0.82,0.87456,0.5891,0.87097,0.81005,0.85521,0.54351,1.18576,1.92889,0.80018,1.20012,0,0.000911,0.000911,0.000911
57,549.828,0.93344,1.36648,0.62757,1.05238,0,0.89234,0.82,0.88993,0.61729,0.89234,0.82,0.88991,0.57432,1.17131,1.88599,0.75137,1.20783,0,0.0008912,0.0008912,0.0008912
58,558.034,0.89941,1.39524,0.5921,1.02438,0,0.883,0.85,0.88351,0.60505,0.87238,0.84,0.87671,0.57401,1.16643,1.90734,0.7882,1.18164,0,0.0008714,0.0008714,0.0008714
59,568.234,0.90895,1.39922,0.60818,1.03201,0,0.90537,0.78,0.85525,0.6035,0.90537,0.78,0.84673,0.53489,1.15886,1.9235,0.82241,1.19577,0,0.0008516,0.0008516,0.0008516
60,577.691,0.8823,1.3925,0.59389,0.9877,0,0.9397,0.77916,0.87824,0.58103,0.93205,0.77,0.86742,0.56525,1.18631,2.05734,0.78088,1.20373,0,0.0008318,0.0008318,0.0008318
61,586.606,0.90621,1.40043,0.58448,1.0309,0,0.90924,0.80149,0.86065,0.59066,0.90358,0.79,0.84125,0.54156,1.1684,2.05878,0.819,1.21005,0,0.000812,0.000812,0.000812
62,596.494,0.90595,1.38183,0.58471,1.02811,0,0.9422,0.81503,0.88653,0.60161,0.91918,0.79619,0.86465,0.54452,1.19315,2.08253,0.77849,1.22575,0,0.0007922,0.0007922,0.0007922
63,604.715,0.88372,1.34819,0.58192,1.01705,0,0.90547,0.76,0.8746,0.58728,0.89355,0.75,0.85729,0.55302,1.2004,1.98011,0.79737,1.22219,0,0.0007724,0.0007724,0.0007724
64,614.555,0.91911,1.37122,0.57745,1.0192,0,0.89732,0.78655,0.87618,0.59283,0.88591,0.77655,0.8521,0.55242,1.15374,1.97359,0.8253,1.19864,0,0.0007526,0.0007526,0.0007526
65,624.332,0.87148,1.31856,0.5499,1.00064,0,0.9237,0.8,0.89458,0.60748,0.91166,0.79,0.87689,0.56893,1.15044,1.99821,0.78322,1.18841,0,0.0007328,0.0007328,0.0007328
66,632.354,0.88609,1.34179,0.56167,1.01508,0,0.95452,0.8,0.88815,0.59267,0.93306,0.82,0.88344,0.57406,1.24837,1.94115,0.81258,1.19515,0,0.000713,0.000713,0.000713
67,642.419,0.86423,1.34139,0.5618,1.00678,0,0.9046,0.8,0.86305,0.59184,0.9046,0.8,0.8672,0.55313,1.16658,2.02152,0.8242,1.19263,0,0.0006932,0.0006932,0.0006932
68,651.651,0.84232,1.29812,0.53178,0.99385,0,0.90901,0.7992,0.87141,0.58148,0.90901,0.7992,0.85621,0.55622,1.19705,2.01971,0.81845,1.18557,0,0.0006734,0.0006734,0.0006734
69,660.24,0.85059,1.30194,0.53665,0.99237,0,0.92884,0.8,0.89298,0.61886,0.92884,0.8,0.88019,0.56428,1.15174,1.92965,0.77791,1.17454,0,0.0006536,0.0006536,0.0006536
70,670.17,0.84051,1.30936,0.53151,0.98093,0,0.90755,0.82,0.89031,0.61485,0.90755,0.82,0.88007,0.57671,1.16677,1.95536,0.79049,1.1871,0,0.0006338,0.0006338,0.0006338
71,678.27,0.8433,1.31285,0.52162,0.99712,0,0.89728,0.78617,0.85219,0.58537,0.89728,0.78617,0.84736,0.55979,1.19187,1.93225,0.85925,1.19174,0,0.000614,0.000614,0.000614
72,688.126,0.84523,1.29357,0.54389,0.99264,0,0.89245,0.83,0.86148,0.60259,0.89245,0.83,0.86575,0.5578,1.17903,1.9768,0.84093,1.20801,0,0.0005942,0.0005942,0.0005942
73,698.154,0.82809,1.28325,0.51898,0.98089,0,0.82811,0.84,0.87616,0.59997,0.82811,0.84,0.86843,0.55475,1.18536,2.0337,0.78396,1.22313,0,0.0005744,0.0005744,0.0005744
74,706.306,0.85369,1.31179,0.54514,1.00027,0,0.94277,0.79,0.88437,0.59983,0.94277,0.79,0.88391,0.56022,1.18399,2.01251,0.7628,1.1978,0,0.0005546,0.0005546,0.0005546
75,716.318,0.82943,1.24939,0.53514,0.98187,0,0.8518,0.80471,0.86153,0.6036,0.90648,0.75,0.84879,0.55618,1.13139,1.94785,0.81774,1.1778,0,0.0005348,0.0005348,0.0005348
76,726.457,0.82003,1.25498,0.52848,0.97061,0,0.90023,0.81211,0.87237,0.59626,0.90965,0.80543,0.86718,0.57676,1.18329,1.998,0.78749,1.20791,0,0.000515,0.000515,0.000515
77,734.526,0.80512,1.26523,0.50126,0.97933,0,0.84444,0.87,0.86399,0.58943,0.92221,0.81,0.8664,0.54288,1.17047,2.17148,0.78793,1.22159,0,0.0004952,0.0004952,0.0004952
78,744.788,0.81698,1.2983,0.51048,0.98074,0,0.88245,0.84,0.89082,0.59226,0.89062,0.81424,0.88103,0.56952,1.17991,1.98874,0.76014,1.22366,0,0.0004754,0.0004754,0.0004754
79,754.172,0.79913,1.21978,0.49764,0.96835,0,0.91577,0.84,0.8982,0.6287,0.90487,0.83,0.88735,0.58326,1.13377,2.02686,0.70837,1.19378,0,0.0004556,0.0004556,0.0004556
80,762.915,0.78932,1.21096,0.49148,0.9592,0,0.91929,0.79732,0.88128,0.61278,0.91929,0.79732,0.87505,0.57038,1.1597,2.09907,0.76036,1.19744,0,0.0004358,0.0004358,0.0004358
81,772.904,0.79571,1.20885,0.48619,0.95628,0,0.8574,0.84175,0.88537,0.6065,0.8574,0.84175,0.87825,0.55855,1.17836,2.00836,0.75967,1.22034,0,0.000416,0.000416,0.000416
82,781.029,0.77674,1.20601,0.47997,0.96228,0,0.92429,0.79,0.87347,0.59744,0.91223,0.78,0.84989,0.5705,1.16734,2.06832,0.78832,1.19737,0,0.0003962,0.0003962,0.0003962
83,790.776,0.79136,1.2506,0.48517,0.9701,0,0.88996,0.80874,0.87088,0.60366,0.87285,0.79,0.85084,0.5629,1.15233,2.08337,0.79368,1.19583,0,0.0003764,0.0003764,0.0003764
84,800.519,0.76775,1.24282,0.48455,0.95102,0,0.91004,0.80927,0.87542,0.60438,0.89879,0.79927,0.85147,0.56602,1.12871,2.05545,0.785,1.1994,0,0.0003566,0.0003566,0.0003566
85,808.551,0.76926,1.22313,0.47824,0.95411,0,0.88175,0.82021,0.86507,0.59712,0.88175,0.82021,0.85561,0.56026,1.17207,2.02154,0.76158,1.22028,0,0.0003368,0.0003368,0.0003368
86,818.424,0.76365,1.17477,0.46519,0.95027,0,0.89239,0.82928,0.87097,0.61077,0.88163,0.81928,0.85354,0.55401,1.14936,2.02816,0.77179,1.23006,0,0.000317,0.000317,0.000317
87,827.695,0.76496,1.20165,0.4785,0.95371,0,0.95394,0.8284,0.89566,0.60931,0.94246,0.81902,0.87992,0.56521,1.17573,2.05632,0.71525,1.23625,0,0.0002972,0.0002972,0.0002972
88,836.282,0.75949,1.21699,0.46844,0.94831,0,0.91642,0.82,0.89801,0.61739,0.91642,0.82,0.89333,0.58075,1.19259,2.11401,0.72488,1.25801,0,0.0002774,0.0002774,0.0002774
89,846.285,0.73961,1.18784,0.46054,0.94158,0,0.92559,0.84,0.89492,0.60303,0.91406,0.83,0.8784,0.5693,1.19453,2.09985,0.70653,1.24598,0,0.0002576,0.0002576,0.0002576
90,854.453,0.75282,1.17797,0.46072,0.95342,0,0.9298,0.83,0.89094,0.60896,0.9186,0.82,0.87728,0.57143,1.19829,2.0871,0.72253,1.23594,0,0.0002378,0.0002378,0.0002378
91,865.645,0.73156,1.16623,0.45069,0.94298,0,0.95286,0.82,0.90483,0.61465,0.95286,0.82,0.89722,0.56926,1.15021,2.05369,0.71617,1.19302,0,0.000218,0.000218,0.000218
92,875.45,0.73517,1.17357,0.45463,0.94345,0,0.93199,0.81,0.90089,0.62104,0.93199,0.81,0.89438,0.57744,1.1403,2.06648,0.70849,1.19108,0,0.0001982,0.0001982,0.0001982
93,884.015,0.72541,1.16009,0.45794,0.93904,0,0.93011,0.79854,0.88731,0.61324,0.91847,0.78854,0.87514,0.56522,1.14828,2.06836,0.72179,1.19188,0,0.0001784,0.0001784,0.0001784
94,893.271,0.72127,1.15529,0.44435,0.9271,0,0.87361,0.82945,0.88205,0.61772,0.87361,0.82945,0.8778,0.56537,1.11058,2.08857,0.72496,1.17976,0,0.0001586,0.0001586,0.0001586
95,903.022,0.70231,1.13085,0.44909,0.92818,0,0.88979,0.83,0.88776,0.62436,0.88979,0.83,0.8846,0.57158,1.12912,2.09651,0.7279,1.1891,0,0.0001388,0.0001388,0.0001388
96,911.1,0.70213,1.10352,0.43237,0.91572,0,0.89939,0.83,0.88439,0.62515,0.88855,0.82,0.87092,0.56978,1.12362,2.10052,0.75475,1.1947,0,0.000119,0.000119,0.000119
97,920.897,0.75131,1.18252,0.46528,0.94598,0,0.88915,0.83,0.87852,0.62209,0.87774,0.82,0.86375,0.56852,1.13039,2.08074,0.73567,1.20211,0,9.92e-05,9.92e-05,9.92e-05
98,930.241,0.70579,1.14266,0.43613,0.91936,0,0.89202,0.83,0.87779,0.62492,0.88127,0.82,0.86331,0.56669,1.12467,2.10236,0.74731,1.20094,0,7.94e-05,7.94e-05,7.94e-05
99,938.92,0.69991,1.1336,0.42096,0.92914,0,0.91177,0.82678,0.87891,0.61958,0.90075,0.81678,0.86456,0.56717,1.12198,2.11228,0.74402,1.19413,0,5.96e-05,5.96e-05,5.96e-05
100,949.012,0.70123,1.14847,0.4344,0.92341,0,0.9068,0.82,0.87531,0.6225,0.9068,0.82,0.87531,0.56807,1.13005,2.12203,0.74558,1.1972,0,3.98e-05,3.98e-05,3.98e-05
